Name	number
MSTRG.6243.3	3
MSTRG.24817.1	1
MSTRG.22123.1	1
MSTRG.2434.2	8
MSTRG.31635.2	2
MSTRG.7332.3	2
MSTRG.9255.1	5
MSTRG.25906.1	8
MSTRG.23212.1	7
MSTRG.19495.1	2
MSTRG.32233.5	4
MSTRG.30030.2	4
MSTRG.8421.3	11
MSTRG.24301.1	2
MSTRG.11941.3	8
MSTRG.23593.1	2
MSTRG.723.1	7
MSTRG.25707.1	2
MSTRG.19296.1	2
MSTRG.33059.1	16
MSTRG.15767.5	16
MSTRG.8222.3	9
MSTRG.26885.4	13
MSTRG.24682.1	1
MSTRG.29580.2	3
MSTRG.24102.1	2
MSTRG.30919.4	5
MSTRG.4413.2	3
MSTRG.34148.1	2
MSTRG.24999.1	1
MSTRG.35237.1	3
MSTRG.34703.2	9
MSTRG.25597.4	2
MSTRG.23394.1	2
MSTRG.313.9	5
MSTRG.524.1	9
MSTRG.35390.8	6
MSTRG.24483.1	3
MSTRG.15077.8	49
MSTRG.13365.2	3
MSTRG.29561.12	7
MSTRG.6908.2	3
MSTRG.25572.1	3
MSTRG.7595.8	6
MSTRG.35038.1	1
MSTRG.25889.1	12
MSTRG.23195.1	2
MSTRG.12077.2	5
MSTRG.26661.1	10
MSTRG.3206.7	12
MSTRG.22361.3	11
MSTRG.36127.1	2
MSTRG.29953.4	6
MSTRG.25009.2	5
MSTRG.27750.1	2
MSTRG.16632.2	2
MSTRG.26978.1	9
MSTRG.24284.1	5
MSTRG.18064.3	3
MSTRG.23450.3	12
MSTRG.19924.5	2
MSTRG.25373.1	4
MSTRG.14255.2	12
MSTRG.10726.6	6
MSTRG.7887.5	13
MSTRG.34885.2	2
MSTRG.986.6	14
MSTRG.10446.1	8
MSTRG.26462.1	9
MSTRG.6773.2	2
MSTRG.11535.1	17
MSTRG.27551.1	2
MSTRG.14827.4	3
MSTRG.12624.1	3
MSTRG.9294.3	13
MSTRG.190.1	44
MSTRG.28640.1	6
MSTRG.30560.1	3
MSTRG.13713.1	3
MSTRG.10247.1	4
MSTRG.24340.3	3
MSTRG.18611.2	5
MSTRG.28957.1	9
MSTRG.1676.1	1
MSTRG.30877.1	2
MSTRG.6574.2	2
MSTRG.20531.2	5
MSTRG.11336.1	14
MSTRG.27352.1	5
MSTRG.2765.1	8
MSTRG.34941.4	4
MSTRG.31966.1	2
MSTRG.20848.2	2
MSTRG.7663.2	2
MSTRG.762.3	2
MSTRG.12425.1	1
MSTRG.28441.1	2
MSTRG.3363.4	7
MSTRG.3854.1	13
MSTRG.1160.1	1
MSTRG.17323.2	7
MSTRG.30361.1	4
MSTRG.21937.2	2
MSTRG.8752.2	10
MSTRG.13514.1	2
MSTRG.29530.1	9
MSTRG.18412.2	9
MSTRG.1477.1	2
MSTRG.31450.1	1
MSTRG.14603.1	2
MSTRG.2566.1	2
MSTRG.19501.2	13
MSTRG.21421.2	7
MSTRG.29056.5	10
MSTRG.12226.1	1
MSTRG.30933.3	8
MSTRG.3655.1	6
MSTRG.22510.2	7
MSTRG.8553.2	2
MSTRG.13315.1	15
MSTRG.2330.6	2
MSTRG.18793.2	9
MSTRG.4744.1	2
MSTRG.2050.1	1
MSTRG.33945.1	2
MSTRG.31251.1	6
MSTRG.14404.1	2
MSTRG.5833.1	2
MSTRG.2367.1	3
MSTRG.32340.1	2
MSTRG.15582.4	12
MSTRG.26120.3	9
MSTRG.3456.1	4
MSTRG.6922.1	2
MSTRG.13696.1	2
MSTRG.25235.12	12
MSTRG.31823.3	11
MSTRG.4545.1	12
MSTRG.9443.2	6
MSTRG.23400.2	2
MSTRG.14294.4	4
MSTRG.14785.1	13
MSTRG.12091.1	15
MSTRG.2939.3	10
MSTRG.5143.4	4
MSTRG.5634.1	3
MSTRG.15874.1	2
MSTRG.13180.1	1
MSTRG.6723.1	3
MSTRG.24806.2	13
MSTRG.13497.1	2
MSTRG.20595.7	15
MSTRG.18395.2	3
MSTRG.23781.2	16
MSTRG.7812.1	6
MSTRG.23201.2	3
MSTRG.16789.4	4
MSTRG.14586.1	2
MSTRG.26429.1	2
MSTRG.8901.1	3
MSTRG.10286.3	8
MSTRG.22129.3	8
MSTRG.15675.1	3
MSTRG.33802.3	11
MSTRG.6524.1	3
MSTRG.16764.1	2
MSTRG.157.1	12
MSTRG.14070.1	1
MSTRG.7613.1	1
MSTRG.17853.1	5
MSTRG.10858.5	6
MSTRG.8702.1	6
MSTRG.18942.1	2
MSTRG.15476.1	7
MSTRG.27319.1	3
MSTRG.4402.3	8
MSTRG.20862.1	16
MSTRG.9880.4	30
MSTRG.16565.1	8
MSTRG.28408.1	4
MSTRG.35506.7	6
MSTRG.30328.1	2
MSTRG.5000.6	2
MSTRG.7994.1	6
MSTRG.23383.2	8
MSTRG.17654.1	2
MSTRG.31417.1	3
MSTRG.11431.5	8
MSTRG.35590.1	5
MSTRG.18743.1	6
MSTRG.20663.1	2
MSTRG.11748.5	7
MSTRG.25561.2	5
MSTRG.19832.1	1
MSTRG.28209.1	3
MSTRG.30129.1	5
MSTRG.21752.1	1
MSTRG.7795.1	4
MSTRG.35027.2	6
MSTRG.894.2	5
MSTRG.3495.3	8
MSTRG.31218.1	10
MSTRG.8884.1	5
MSTRG.6190.1	2
MSTRG.22841.1	1
MSTRG.16621.3	5
MSTRG.18544.1	5
MSTRG.20744.6	9
MSTRG.32307.1	3
MSTRG.9973.1	8
MSTRG.23930.1	2
MSTRG.20464.1	19
MSTRG.19633.1	1
MSTRG.13410.5	2
MSTRG.21553.1	7
MSTRG.10435.2	3
MSTRG.29679.1	1
MSTRG.31599.1	6
MSTRG.31019.1	2
MSTRG.22642.1	1
MSTRG.13727.5	11
MSTRG.11524.2	5
MSTRG.2953.2	3
MSTRG.28074.1	1
MSTRG.32108.1	2
MSTRG.9774.1	2
MSTRG.23731.1	2
MSTRG.29269.9	3
MSTRG.24820.1	3
MSTRG.13702.2	3
MSTRG.6563.3	7
MSTRG.32489.1	3
MSTRG.23812.6	12
MSTRG.12994.2	2
MSTRG.23532.1	2
MSTRG.12414.2	2
MSTRG.33578.1	4
MSTRG.21926.3	2
MSTRG.24621.1	1
MSTRG.34667.1	8
MSTRG.20321.3	11
MSTRG.25710.1	7
MSTRG.3089.1	5
MSTRG.2555.2	13
MSTRG.33062.1	1
MSTRG.3276.11	3
MSTRG.12795.2	7
MSTRG.4178.1	4
MSTRG.33379.1	12
MSTRG.13393.5	4
MSTRG.25236.5	6
MSTRG.2810.4	7
MSTRG.18782.3	10
MSTRG.34748.6	7
MSTRG.4733.2	2
MSTRG.34468.1	2
MSTRG.14973.2	13
MSTRG.23994.6	14
MSTRG.21791.3	6
MSTRG.35557.1	7
MSTRG.16016.1	10
MSTRG.26600.1	2
MSTRG.20139.4	4
MSTRG.13685.2	2
MSTRG.25.2	3
MSTRG.17105.1	4
MSTRG.18583.3	12
MSTRG.5068.1	13
MSTRG.35041.1	11
MSTRG.34269.1	3
MSTRG.25892.1	8
MSTRG.26617.2	14
MSTRG.6157.1	32
MSTRG.10474.4	3
MSTRG.10965.1	2
MSTRG.35358.1	2
MSTRG.27215.5	11
MSTRG.26981.1	9
MSTRG.1814.1	1
MSTRG.9449.4	2
MSTRG.7246.1	9
MSTRG.24884.6	9
MSTRG.2903.1	11
MSTRG.35122.6	7
MSTRG.32147.3	3
MSTRG.7801.2	2
MSTRG.10766.1	3
MSTRG.22609.1	2
MSTRG.16198.1	11
MSTRG.26782.1	2
MSTRG.27016.5	4
MSTRG.21851.13	9
MSTRG.11855.1	28
MSTRG.21004.1	2
MSTRG.7047.1	8
MSTRG.27871.1	1
MSTRG.30025.5	6
MSTRG.2704.1	2
MSTRG.8136.1	2
MSTRG.12944.1	6
MSTRG.10250.1	36
MSTRG.28960.1	6
MSTRG.31605.2	6
MSTRG.30880.1	2
MSTRG.33037.3	3
MSTRG.9225.1	7
MSTRG.18931.2	2
MSTRG.1996.1	2
MSTRG.20851.2	2
MSTRG.11656.1	2
MSTRG.14631.4	9
MSTRG.17088.1	2
MSTRG.21940.2	5
MSTRG.7983.2	2
MSTRG.12745.1	12
MSTRG.10051.1	17
MSTRG.1480.1	4
MSTRG.18177.1	5
MSTRG.31406.2	4
MSTRG.20097.1	2
MSTRG.9026.1	1
MSTRG.13834.1	10
MSTRG.11140.1	24
MSTRG.29850.1	6
MSTRG.18732.2	3
MSTRG.19266.1	10
MSTRG.4281.7	17
MSTRG.31770.1	3
MSTRG.21186.1	2
MSTRG.28778.2	9
MSTRG.14923.1	6
MSTRG.2886.1	3
MSTRG.30118.2	3
MSTRG.29376.5	9
MSTRG.3975.1	2
MSTRG.1281.1	18
MSTRG.11712.3	2
MSTRG.8873.2	3
MSTRG.19067.1	3
MSTRG.2370.1	5
MSTRG.15047.8	7
MSTRG.9962.2	6
MSTRG.22076.1	18
MSTRG.28566.10	15
MSTRG.29668.2	22
MSTRG.18059.6	4
MSTRG.15813.1	2
MSTRG.31588.2	5
MSTRG.25859.1	5
MSTRG.23165.1	7
MSTRG.16902.1	2
MSTRG.28063.2	6
MSTRG.21559.3	5
MSTRG.13136.2	6
MSTRG.26948.1	2
MSTRG.24254.1	1
MSTRG.33766.2	6
MSTRG.5954.1	1
MSTRG.32161.2	4
MSTRG.31389.2	8
MSTRG.12983.3	6
MSTRG.26749.1	15
MSTRG.24055.1	2
MSTRG.27030.4	7
MSTRG.6569.5	8
MSTRG.33567.2	14
MSTRG.15995.1	3
MSTRG.27838.1	2
MSTRG.25144.1	22
MSTRG.14026.2	11
MSTRG.20801.1	1
MSTRG.10217.1	2
MSTRG.477.1	9
MSTRG.28927.1	10
MSTRG.14390.1	15
MSTRG.26233.1	4
MSTRG.30847.1	2
MSTRG.8256.8	2
MSTRG.27322.1	2
MSTRG.16204.2	3
MSTRG.20327.5	5
MSTRG.34140.2	7
MSTRG.9065.3	16
MSTRG.25716.3	2
MSTRG.28411.1	1
MSTRG.27639.1	2
MSTRG.5256.2	4
MSTRG.10018.1	2
MSTRG.278.1	2
MSTRG.28728.1	12
MSTRG.26034.1	2
MSTRG.30648.1	9
MSTRG.8057.8	12
MSTRG.6345.2	10
MSTRG.35546.2	7
MSTRG.11107.1	2
MSTRG.24428.3	3
MSTRG.29817.1	19
MSTRG.27123.1	1
MSTRG.16005.2	2
MSTRG.1511.5	3
MSTRG.17974.1	2
MSTRG.31737.1	2
MSTRG.20619.2	13
MSTRG.7434.2	2
MSTRG.28212.1	9
MSTRG.14.3	16
MSTRG.32826.1	3
MSTRG.30132.1	2
MSTRG.20983.1	2
MSTRG.15297.2	5
MSTRG.29301.1	1
MSTRG.28529.1	2
MSTRG.1248.1	11
MSTRG.33915.1	1
MSTRG.31221.1	6
MSTRG.30449.1	5
MSTRG.10954.2	9
MSTRG.29618.1	4
MSTRG.6790.6	2
MSTRG.2337.1	1
MSTRG.32310.1	12
MSTRG.31538.1	6
MSTRG.9438.5	3
MSTRG.28013.1	2
MSTRG.3426.1	15
MSTRG.32627.1	2
MSTRG.21018.5	8
MSTRG.29102.1	1
MSTRG.1049.1	7
MSTRG.4515.1	8
MSTRG.33716.1	2
MSTRG.31022.1	3
MSTRG.11289.1	2
MSTRG.29999.1	11
MSTRG.2138.1	2
MSTRG.34805.1	5
MSTRG.34314.4	2
MSTRG.32111.1	1
MSTRG.12378.1	4
MSTRG.22962.1	2
MSTRG.28394.1	3
MSTRG.30505.3	2
MSTRG.3227.1	8
MSTRG.33200.1	3
MSTRG.26788.3	3
MSTRG.13467.1	4
MSTRG.29483.1	10
MSTRG.18365.2	9
MSTRG.4316.1	5
MSTRG.22979.2	5
MSTRG.33517.1	3
MSTRG.9214.2	3
MSTRG.25183.3	10
MSTRG.19454.2	6
MSTRG.34695.4	6
MSTRG.32492.1	7
MSTRG.5405.1	1
MSTRG.21374.2	28
MSTRG.20840.3	10
MSTRG.34606.1	10
MSTRG.28966.3	4
MSTRG.12179.1	1
MSTRG.28195.1	1
MSTRG.17077.2	5
MSTRG.3028.1	7
MSTRG.33001.1	6
MSTRG.13268.1	9
MSTRG.29284.1	2
MSTRG.33898.1	1
MSTRG.4117.1	2
MSTRG.9595.2	4
MSTRG.14357.1	11
MSTRG.34987.1	10
MSTRG.34496.4	12
MSTRG.32293.1	6
MSTRG.10057.3	6
MSTRG.7409.4	4
MSTRG.5206.1	3
MSTRG.23869.2	7
MSTRG.28767.3	2
MSTRG.15446.1	2
MSTRG.33382.1	9
MSTRG.24958.2	4
MSTRG.16535.1	9
MSTRG.13069.1	2
MSTRG.4498.1	20
MSTRG.34471.1	1
MSTRG.33699.1	1
MSTRG.14158.1	4
MSTRG.19827.4	4
MSTRG.5587.1	10
MSTRG.35560.1	4
MSTRG.34788.1	1
MSTRG.32094.1	10
MSTRG.15247.1	6
MSTRG.6676.1	4
MSTRG.20142.4	3
MSTRG.35877.1	1
MSTRG.33183.1	4
MSTRG.22065.2	3
MSTRG.16336.1	7
MSTRG.31577.3	18
MSTRG.4299.1	5
MSTRG.5071.1	1
MSTRG.34272.1	21
MSTRG.17425.1	3
MSTRG.8363.4	7
MSTRG.5388.1	4
MSTRG.35361.1	2
MSTRG.18514.1	3
MSTRG.15048.1	2
MSTRG.6477.1	18
MSTRG.20434.1	7
MSTRG.16137.1	3
MSTRG.19603.1	2
MSTRG.7566.1	2
MSTRG.21523.1	2
MSTRG.25649.2	8
MSTRG.17226.1	4
MSTRG.8655.1	10
MSTRG.35162.1	4
MSTRG.24044.2	4
MSTRG.27510.2	3
MSTRG.26738.2	10
MSTRG.4355.3	2
MSTRG.18315.1	2
MSTRG.33556.3	3
MSTRG.6278.1	1
MSTRG.22929.1	6
MSTRG.20235.1	7
MSTRG.9744.1	2
MSTRG.7050.1	6
MSTRG.27827.2	4
MSTRG.5444.3	2
MSTRG.19404.1	4
MSTRG.23527.4	3
MSTRG.21324.1	4
MSTRG.10206.2	1
MSTRG.7367.1	10
MSTRG.28916.2	5
MSTRG.30836.2	9
MSTRG.8456.1	7
MSTRG.10570.1	14
MSTRG.22413.1	2
MSTRG.18696.1	2
MSTRG.20036.1	1
MSTRG.9545.1	10
MSTRG.23502.1	1
MSTRG.19785.1	2
MSTRG.17091.1	3
MSTRG.28400.2	9
MSTRG.12299.8	7
MSTRG.5245.3	3
MSTRG.19205.1	2
MSTRG.23819.1	2
MSTRG.21125.1	8
MSTRG.18180.1	3
MSTRG.28717.2	8
MSTRG.30637.2	9
MSTRG.24908.1	9
MSTRG.22214.1	2
MSTRG.29806.2	7
MSTRG.27112.2	12
MSTRG.18497.1	1
MSTRG.31726.2	6
MSTRG.23303.1	2
MSTRG.9346.1	6
MSTRG.3614.2	2
MSTRG.19586.1	9
MSTRG.22595.1	1
MSTRG.10943.3	4
MSTRG.19070.1	1
MSTRG.2326.2	3
MSTRG.18298.1	9
MSTRG.23684.1	4
MSTRG.14769.5	23
MSTRG.814.1	9
MSTRG.28582.2	4
MSTRG.19387.1	2
MSTRG.24773.1	2
MSTRG.1809.4	2
MSTRG.31591.2	2
MSTRG.34239.1	2
MSTRG.33705.2	3
MSTRG.25371.4	20
MSTRG.16947.5	5
MSTRG.22396.1	5
MSTRG.11278.2	2
MSTRG.27294.2	6
MSTRG.21071.6	3
MSTRG.35328.1	5
MSTRG.23485.1	1
MSTRG.12367.2	10
MSTRG.615.1	2
MSTRG.3796.2	2
MSTRG.3216.2	2
MSTRG.8694.3	9
MSTRG.24574.1	9
MSTRG.2191.2	4
MSTRG.4305.2	8
MSTRG.22477.6	3
MSTRG.9292.6	3
MSTRG.9783.3	6
MSTRG.25663.1	1
MSTRG.35129.1	1
MSTRG.996.1	2
MSTRG.26752.1	7
MSTRG.15634.2	12
MSTRG.23286.1	7
MSTRG.3597.2	3
MSTRG.33570.2	7
MSTRG.16723.2	2
MSTRG.24375.1	2
MSTRG.27841.1	3
MSTRG.18155.3	7
MSTRG.4686.2	3
MSTRG.23541.3	16
MSTRG.22769.3	7
MSTRG.20075.3	3
MSTRG.25464.1	2
MSTRG.16549.5	24
MSTRG.14346.2	2
MSTRG.480.1	1
MSTRG.34976.2	12
MSTRG.10537.1	3
MSTRG.797.1	2
MSTRG.26553.1	8
MSTRG.6864.2	4
MSTRG.33371.2	10
MSTRG.13829.4	9
MSTRG.11626.1	11
MSTRG.36019.1	1
MSTRG.27642.1	3
MSTRG.4487.2	7
MSTRG.20647.5	20
MSTRG.34460.2	7
MSTRG.12715.1	2
MSTRG.10021.1	6
MSTRG.23342.3	5
MSTRG.281.1	7
MSTRG.28731.1	7
MSTRG.30651.1	3
MSTRG.11110.1	2
MSTRG.10338.1	2
MSTRG.29820.1	7
MSTRG.1767.1	3
MSTRG.15236.2	13
MSTRG.33943.4	31
MSTRG.31740.1	3
MSTRG.30968.1	2
MSTRG.20622.2	3
MSTRG.11427.1	2
MSTRG.24748.3	3
MSTRG.27443.1	3
MSTRG.2856.1	6
MSTRG.19300.5	11
MSTRG.5060.2	2
MSTRG.34261.2	6
MSTRG.25837.3	5
MSTRG.23143.3	10
MSTRG.12516.1	6
MSTRG.28532.1	12
MSTRG.3945.1	2
MSTRG.1251.1	6
MSTRG.30452.1	5
MSTRG.5377.2	2
MSTRG.8843.2	6
MSTRG.35350.2	48
MSTRG.13605.1	2
MSTRG.29621.1	7
MSTRG.4543.4	4
MSTRG.2340.1	2
MSTRG.1568.1	13
MSTRG.31541.1	2
MSTRG.6466.2	17
MSTRG.20423.2	25
MSTRG.12000.1	8
MSTRG.5632.4	4
MSTRG.2657.1	4
MSTRG.32630.1	3
MSTRG.21512.2	2
MSTRG.12897.1	1
MSTRG.12317.1	31
MSTRG.3746.1	3
MSTRG.1052.1	1
MSTRG.19909.2	8
MSTRG.32947.1	6
MSTRG.11292.1	2
MSTRG.22601.2	6
MSTRG.13406.1	2
MSTRG.2141.1	2
MSTRG.18304.2	4
MSTRG.4835.1	8
MSTRG.31342.1	8
MSTRG.27816.3	9
MSTRG.2458.1	3
MSTRG.5924.1	2
MSTRG.3230.1	4
MSTRG.32431.1	1
MSTRG.12698.1	10
MSTRG.21313.2	13
MSTRG.28994.6	9
MSTRG.22491.5	3
MSTRG.3547.1	1
MSTRG.33520.1	5
MSTRG.22402.2	15
MSTRG.13787.1	5
MSTRG.11093.1	11
MSTRG.4636.1	5
MSTRG.14876.1	1
MSTRG.12182.1	2
MSTRG.3311.6	9
MSTRG.19774.2	6
MSTRG.5234.4	3
MSTRG.5725.1	2
MSTRG.3031.1	2
MSTRG.15965.1	2
MSTRG.13271.1	17
MSTRG.12499.1	2
MSTRG.6814.1	2
MSTRG.4120.1	3
MSTRG.36058.3	6
MSTRG.13588.1	1
MSTRG.14360.1	6
MSTRG.34990.1	2
MSTRG.7903.1	3
MSTRG.23872.2	2
MSTRG.27998.3	4
MSTRG.14677.1	3
MSTRG.27118.4	7
MSTRG.15766.1	2
MSTRG.13072.1	2
MSTRG.22864.7	7
MSTRG.34427.2	4
MSTRG.6615.1	3
MSTRG.16855.1	2
MSTRG.248.1	4
MSTRG.14161.1	3
MSTRG.5590.1	2
MSTRG.34791.1	8
MSTRG.7704.1	2
MSTRG.5010.1	2
MSTRG.892.5	27
MSTRG.15250.1	3
MSTRG.17944.1	2
MSTRG.31216.4	3
MSTRG.35880.1	1
MSTRG.15567.1	4
MSTRG.34508.7	2
MSTRG.6996.1	2
MSTRG.20953.1	1
MSTRG.16656.1	1
MSTRG.30419.1	1
MSTRG.5391.1	2
MSTRG.34592.1	2
MSTRG.26940.2	3
MSTRG.17745.1	1
MSTRG.15051.1	2
MSTRG.31508.1	1
MSTRG.6480.1	4
MSTRG.35681.1	10
MSTRG.15648.6	7
MSTRG.13445.3	2
MSTRG.25097.1	1
MSTRG.18834.1	1
MSTRG.16140.1	1
MSTRG.31381.3	4
MSTRG.6797.1	1
MSTRG.20754.1	11
MSTRG.2777.8	8
MSTRG.2497.3	4
MSTRG.5472.6	6
MSTRG.1019.1	13
MSTRG.19432.4	2
MSTRG.19923.1	2
MSTRG.7886.1	6
MSTRG.5192.1	2
MSTRG.21352.4	3
MSTRG.21843.1	4
MSTRG.26741.2	9
MSTRG.31309.1	2
MSTRG.6281.1	1
MSTRG.22932.1	1
MSTRG.7006.2	4
MSTRG.11814.2	8
MSTRG.8975.1	1
MSTRG.16712.3	5
MSTRG.18635.1	2
MSTRG.20555.1	4
MSTRG.7370.1	1
MSTRG.19724.1	1
MSTRG.17030.1	9
MSTRG.21644.1	2
MSTRG.10526.2	5
MSTRG.27076.1	1
MSTRG.11124.5	3
MSTRG.22733.1	8
MSTRG.27631.2	2
MSTRG.28165.1	14
MSTRG.9865.1	4
MSTRG.7171.1	6
MSTRG.23822.1	2
MSTRG.28720.2	2
MSTRG.6099.2	4
MSTRG.22259.5	5
MSTRG.24911.1	1
MSTRG.8260.1	2
MSTRG.1756.2	6
MSTRG.11416.2	2
MSTRG.2845.2	3
MSTRG.23623.1	9
MSTRG.12505.2	8
MSTRG.13039.1	6
MSTRG.3443.5	9
MSTRG.29055.1	1
MSTRG.33669.1	13
MSTRG.24712.1	2
MSTRG.34758.1	3
MSTRG.32064.1	2
MSTRG.25801.1	3
MSTRG.30458.3	9
MSTRG.19390.1	2
MSTRG.33153.1	6
MSTRG.17784.3	14
MSTRG.4269.1	2
MSTRG.11281.2	2
MSTRG.18873.3	4
MSTRG.20793.3	11
MSTRG.34559.1	12
MSTRG.11598.2	9
MSTRG.15018.1	6
MSTRG.30259.3	5
MSTRG.10273.7	8
MSTRG.35648.1	2
MSTRG.12687.2	5
MSTRG.16107.1	9
MSTRG.9248.7	2
MSTRG.7045.4	13
MSTRG.11362.7	10
MSTRG.34043.1	2
MSTRG.25619.2	42
MSTRG.11082.2	6
MSTRG.24894.1	2
MSTRG.20594.3	7
MSTRG.5159.1	2
MSTRG.35132.1	10
MSTRG.12171.2	4
MSTRG.24014.2	3
MSTRG.25983.1	2
MSTRG.14865.2	6
MSTRG.6248.1	7
MSTRG.35449.1	20
MSTRG.26581.4	18
MSTRG.15954.2	23
MSTRG.1905.1	2
MSTRG.7337.1	1
MSTRG.10540.1	2
MSTRG.26509.2	3
MSTRG.20006.1	3
MSTRG.6049.1	3
MSTRG.10857.1	2
MSTRG.24950.3	8
MSTRG.36022.1	2
MSTRG.16289.1	9
MSTRG.26873.1	3
MSTRG.7138.1	2
MSTRG.11946.1	8
MSTRG.27962.1	3
MSTRG.14150.2	7
MSTRG.30607.2	2
MSTRG.35014.6	2
MSTRG.8227.1	2
MSTRG.26399.5	9
MSTRG.10341.1	1
MSTRG.1770.1	3
MSTRG.4207.8	11
MSTRG.30971.1	1
MSTRG.11430.1	2
MSTRG.9316.1	4
MSTRG.6985.2	6
MSTRG.4291.2	2
MSTRG.11747.1	1
MSTRG.19620.5	2
MSTRG.17179.1	1
MSTRG.10913.3	10
MSTRG.8028.1	1
MSTRG.12836.1	4
MSTRG.10142.1	8
MSTRG.18268.1	1
MSTRG.1571.1	2
MSTRG.20188.1	1
MSTRG.8672.5	12
MSTRG.9117.1	1
MSTRG.13925.1	3
MSTRG.11231.1	1
MSTRG.29941.1	2
MSTRG.19357.1	8
MSTRG.2660.1	8
MSTRG.31861.1	7
MSTRG.21277.1	2
MSTRG.12320.1	6
MSTRG.30789.2	11
MSTRG.2977.1	4
MSTRG.35687.3	10
MSTRG.35196.6	27
MSTRG.32950.1	2
MSTRG.30209.2	2
MSTRG.10714.3	11
MSTRG.29958.2	7
MSTRG.27264.2	14
MSTRG.18069.1	2
MSTRG.1372.1	3
MSTRG.9498.1	2
MSTRG.2461.1	1
MSTRG.5198.3	13
MSTRG.19158.1	2
MSTRG.28618.21	6
MSTRG.21078.1	7
MSTRG.14815.1	5
MSTRG.3550.1	4
MSTRG.22167.1	4
MSTRG.13790.1	11
MSTRG.29759.2	18
MSTRG.15904.1	3
MSTRG.13210.1	4
MSTRG.11693.6	11
MSTRG.9299.1	2
MSTRG.23256.1	27
MSTRG.17036.3	2
MSTRG.23811.2	13
MSTRG.24345.1	1
MSTRG.13591.1	4
MSTRG.2279.2	13
MSTRG.32252.2	15
MSTRG.4440.1	4
MSTRG.23057.1	5
MSTRG.14680.1	5
MSTRG.10380.3	2
MSTRG.24146.1	2
MSTRG.17972.4	2
MSTRG.13028.2	8
MSTRG.14997.1	3
MSTRG.3923.3	9
MSTRG.33167.5	6
MSTRG.14117.2	2
MSTRG.27438.4	8
MSTRG.27929.1	2
MSTRG.13392.1	4
MSTRG.25235.1	15
MSTRG.10308.1	14
MSTRG.28036.7	5
MSTRG.568.1	2
MSTRG.14481.1	5
MSTRG.26324.1	2
MSTRG.2915.8	12
MSTRG.30938.1	1
MSTRG.23993.2	11
MSTRG.24718.3	17
MSTRG.15570.1	3
MSTRG.27413.1	4
MSTRG.9156.3	9
MSTRG.25316.6	4
MSTRG.25036.1	7
MSTRG.28502.1	2
MSTRG.32625.4	11
MSTRG.20782.4	15
MSTRG.10109.1	1
MSTRG.19951.4	20
MSTRG.369.1	2
MSTRG.28819.1	7
MSTRG.26125.1	2
MSTRG.30739.1	2
MSTRG.10753.5	5
MSTRG.35637.2	3
MSTRG.23286.11	8
MSTRG.29908.1	9
MSTRG.27214.1	2
MSTRG.2136.4	3
MSTRG.31828.1	4
MSTRG.7525.2	2
MSTRG.16460.1	1
MSTRG.28303.1	8
MSTRG.32917.1	7
MSTRG.30223.1	13
MSTRG.15388.2	6
MSTRG.14854.3	2
MSTRG.1339.1	15
MSTRG.31312.1	5
MSTRG.27595.1	9
MSTRG.29709.1	9
MSTRG.27015.1	3
MSTRG.2428.1	2
MSTRG.32401.1	1
MSTRG.31629.1	16
MSTRG.28104.1	2
MSTRG.3517.1	3
MSTRG.32718.1	5
MSTRG.30024.1	2
MSTRG.8415.2	2
MSTRG.7690.1	2
MSTRG.15189.2	3
MSTRG.33807.1	2
MSTRG.31113.1	9
MSTRG.6038.2	4
MSTRG.16278.2	6
MSTRG.27396.1	7
MSTRG.32291.4	9
MSTRG.2229.1	1
MSTRG.34405.4	8
MSTRG.32202.1	14
MSTRG.12469.1	1
MSTRG.28485.1	3
MSTRG.17367.2	8
MSTRG.3318.1	2
MSTRG.13558.1	8
MSTRG.8216.2	12
MSTRG.24185.3	2
MSTRG.10330.2	9
MSTRG.29574.1	3
MSTRG.3962.5	11
MSTRG.31494.1	4
MSTRG.4407.1	1
MSTRG.33608.1	1
MSTRG.27197.1	1
MSTRG.32583.1	2
MSTRG.32092.4	3
MSTRG.32003.1	3
MSTRG.28566.6	14
MSTRG.28286.1	7
MSTRG.3699.1	2
MSTRG.3119.1	2
MSTRG.13359.1	2
MSTRG.27452.3	4
MSTRG.29375.1	2
MSTRG.18257.2	2
MSTRG.2094.1	4
MSTRG.33989.1	1
MSTRG.33498.4	4
MSTRG.31295.1	2
MSTRG.4208.1	2
MSTRG.14448.1	3
MSTRG.34587.4	6
MSTRG.32384.1	9
MSTRG.21266.2	6
MSTRG.15537.1	3
MSTRG.33473.1	9
MSTRG.22355.2	3
MSTRG.16626.1	13
MSTRG.4589.1	2
MSTRG.34562.1	2
MSTRG.31096.1	9
MSTRG.12326.3	15
MSTRG.25647.5	10
MSTRG.23444.2	2
MSTRG.14249.1	2
MSTRG.15021.1	5
MSTRG.5678.1	10
MSTRG.19147.2	8
MSTRG.35651.1	8
MSTRG.34879.1	2
MSTRG.32185.1	12
MSTRG.15338.1	3
MSTRG.6767.1	1
MSTRG.4073.1	2
MSTRG.35968.1	2
MSTRG.33274.1	2
MSTRG.2467.3	2
MSTRG.16427.1	2
MSTRG.27054.3	16
MSTRG.32440.3	9
MSTRG.5162.1	3
MSTRG.34363.1	3
MSTRG.25939.2	2
MSTRG.23245.2	2
MSTRG.17025.4	12
MSTRG.17516.1	5
MSTRG.35732.6	19
